id_instalacion,fecha_cierre,fecha_apertura,rut_jefe_cierre
135,2011-04-29 19:02:02,2011-05-10 20:16:00,70624789-0
100,2011-09-29 12:20:29,2011-10-13 15:23:09,34996262-4
1,2013-10-16 04:47:09,2013-10-19 18:04:04,73842540-5
105,2016-02-27 01:59:27,2016-03-05 11:54:30,67753422-2
59,2012-04-05 06:58:45,2012-04-11 16:15:00,16792411-5
146,2015-04-29 18:24:41,2015-05-03 00:27:02,69698793-9
84,2014-05-28 11:46:15,2014-06-11 12:53:51,35155157-7
78,2019-03-03 04:14:11,2019-03-11 12:17:20,56725663-4
72,2011-06-17 19:01:16,2011-06-27 21:00:10,46012714-9
173,2018-12-09 06:20:57,2018-12-20 15:58:34,22234852-8
193,2017-10-30 15:59:45,2017-11-09 03:33:16,35288330-1
79,2014-07-05 14:21:38,2014-07-13 01:14:38,92244003-4
185,2014-03-14 15:07:05,2014-03-27 07:30:16,88538509-5
139,2015-02-02 17:53:30,2015-02-16 22:33:14,51194123-7
34,2011-01-22 03:12:51,2011-02-05 03:51:32,83905334-7
3,2013-11-11 11:55:36,2013-11-21 15:14:50,27626683-7
74,2016-03-02 01:03:44,2016-03-13 11:41:10,80282829-2
36,2020-06-26 04:30:06,2020-07-08 09:40:24,48979148-k
174,2020-01-09 21:48:14,2020-01-24 00:42:51,41091494-8
147,2010-04-04 15:24:21,2010-04-12 02:21:46,16836029-0
11,2018-03-01 14:19:31,2018-03-05 20:28:51,42723522-k
212,2019-02-04 07:46:10,2019-02-14 15:40:12,70019535-k
0,2010-09-23 20:03:35,2010-10-05 21:19:35,75295314-7
41,2014-08-27 20:53:02,2014-09-11 11:39:41,87649058-7
137,2014-07-20 09:25:35,2014-07-31 17:54:34,28792266-3
148,2017-05-07 03:25:20,2017-05-12 10:24:37,69186141-4
198,2017-02-25 13:29:20,2017-03-03 19:13:01,86447590-6
108,2018-12-05 10:35:35,2018-12-17 02:14:59,49718772-9
209,2014-02-16 11:27:20,2014-02-27 17:57:53,92270331-0
100,2017-06-15 04:15:58,2017-06-20 10:32:32,92394961-5
182,2010-12-03 21:24:38,2010-12-12 09:57:40,81234956-2
7,2014-11-03 04:31:43,2014-11-10 16:20:01,87282538-k
191,2012-04-30 14:56:28,2012-05-15 05:18:06,92253121-8
41,2010-02-19 23:24:50,2010-03-01 10:57:43,38470405-0
160,2017-12-15 03:46:22,2017-12-28 15:01:45,18969557-8
109,2010-11-29 20:27:07,2010-12-10 10:12:28,40503382-8
14,2011-07-16 00:49:01,2011-07-24 08:23:59,10544563-6
133,2012-05-20 02:22:57,2012-06-03 18:12:24,31113786-7
109,2019-06-13 18:41:26,2019-06-24 20:24:44,75766984-6
165,2015-05-04 21:59:23,2015-05-14 00:39:19,87442136-7
24,2014-06-23 05:21:14,2014-07-06 10:47:44,44100123-1
101,2018-05-08 14:35:34,2018-05-18 16:58:51,62887150-7
143,2018-01-05 23:05:18,2018-01-10 11:42:17,14761964-2
108,2020-04-01 09:08:39,2020-04-13 21:50:07,49718772-9
147,2020-08-26 02:20:07,2020-09-08 02:51:24,81602032-8
176,2011-09-22 20:16:46,2011-10-05 06:17:17,42678415-7
41,2015-11-19 21:54:13,2015-11-26 11:47:18,87649058-7
74,2012-09-11 15:16:44,2012-09-17 22:16:10,47121914-2
200,2012-06-24 23:02:20,2012-07-02 10:07:09,53329659-9
154,2018-09-30 06:59:54,2018-10-08 11:57:07,49641463-2
89,2017-08-03 21:00:40,2017-08-18 03:56:38,20694588-5
10,2019-11-13 17:12:01,2019-11-18 07:10:29,49326776-0
202,2020-06-03 00:37:25,2020-06-17 09:05:51,53325503-5
0,2013-11-19 16:55:12,2013-11-23 05:19:10,12842111-4
141,2019-05-19 07:22:15,2019-05-27 15:02:13,10959343-5
96,2013-08-25 20:10:03,2013-08-29 09:48:20,94688326-3
208,2019-04-15 15:08:21,2019-04-20 23:26:36,96964691-9
87,2014-03-03 00:02:20,2014-03-06 01:50:44,78156640-3
79,2014-12-06 18:52:03,2014-12-19 03:00:09,92244003-4
180,2011-06-16 19:20:46,2011-06-29 07:19:08,61514910-1
96,2015-06-04 00:06:55,2015-06-09 10:29:04,49891081-5
59,2019-12-17 23:16:28,2019-12-21 03:58:06,75910499-4
118,2018-05-22 17:23:02,2018-05-28 18:59:32,30001031-8
34,2016-03-27 17:36:50,2016-04-06 06:42:48,83905334-7
96,2018-02-01 09:05:36,2018-02-08 21:19:23,95623149-3
196,2010-10-23 01:43:45,2010-11-04 09:35:47,22060310-5
194,2018-04-13 00:42:13,2018-04-25 14:12:03,51616764-5
36,2013-05-08 06:07:59,2013-05-12 19:55:11,70876733-6
155,2018-01-23 08:23:14,2018-02-06 23:44:48,19209075-k
130,2011-11-28 13:26:20,2011-12-04 23:45:18,16636734-4
95,2014-08-29 04:47:29,2014-09-01 08:00:18,49036882-5
18,2011-09-08 17:14:32,2011-09-22 22:16:03,70638696-3
23,2017-06-01 08:29:37,2017-06-11 21:48:20,28630079-0
67,2014-08-12 02:56:52,2014-08-24 05:57:47,53721649-2
21,2011-08-14 15:58:33,2011-08-29 06:34:33,82376572-k
173,2018-08-19 14:19:19,2018-08-29 15:46:14,23000993-7
91,2014-04-13 12:56:02,2014-04-26 16:13:03,74415365-4
16,2016-07-07 15:33:41,2016-07-18 21:55:26,37925650-3
157,2017-08-16 09:10:23,2017-08-23 20:38:11,60158787-4
4,2012-11-17 08:57:36,2012-11-27 14:39:38,79861684-6
170,2012-04-21 05:10:58,2012-04-27 08:25:14,98642893-3
196,2015-05-29 22:31:00,2015-06-05 11:45:47,93176945-6
11,2012-06-15 19:13:48,2012-06-27 05:53:51,42723522-k
203,2011-09-01 00:18:48,2011-09-06 04:32:29,26196183-0
180,2020-02-04 20:31:58,2020-02-08 10:44:27,37742604-5
110,2010-01-31 12:52:54,2010-02-12 20:18:02,29637564-0
133,2012-06-01 19:01:50,2012-06-10 03:58:49,31113786-7
15,2010-06-17 00:03:32,2010-06-28 03:33:01,67710168-7
87,2019-01-11 20:23:52,2019-01-15 11:57:45,80640357-1
160,2017-05-03 18:17:16,2017-05-13 03:00:56,23298314-0
40,2016-09-07 17:10:20,2016-09-21 05:11:26,23494123-2
55,2018-08-18 00:24:03,2018-08-27 01:52:54,91957885-8
179,2012-05-25 04:04:30,2012-05-28 07:06:07,64269343-3
133,2011-10-11 09:27:17,2011-10-20 18:44:49,95226644-6
32,2013-03-10 00:56:38,2013-03-18 09:07:58,22997103-4
52,2014-04-16 21:15:06,2014-04-21 07:01:32,61993529-2
84,2018-06-05 06:22:02,2018-06-09 20:41:09,55422937-9
117,2010-08-25 00:28:23,2010-09-06 13:44:50,89751595-4
203,2014-05-07 22:39:22,2014-05-12 07:30:46,50109588-5
209,2010-12-29 17:57:35,2011-01-08 20:02:49,26257768-6
211,2020-04-12 11:23:39,2020-04-24 16:51:24,55326528-2
86,2014-12-07 13:26:52,2014-12-14 19:21:02,63795324-9
201,2010-12-13 15:37:33,2010-12-25 04:30:27,86683089-4
8,2010-02-17 15:41:54,2010-03-01 03:22:06,35480818-8
110,2017-01-13 08:02:29,2017-01-21 13:51:44,29637564-0
194,2014-04-07 11:02:21,2014-04-17 22:46:26,54593722-0
78,2019-02-01 22:33:47,2019-02-09 08:10:59,27161682-1
37,2013-03-20 01:16:54,2013-03-23 07:29:52,78897889-8
94,2012-06-06 10:19:42,2012-06-20 21:47:58,44290962-8
168,2012-04-26 23:14:48,2012-05-08 11:38:02,37142311-7
24,2016-06-14 18:23:03,2016-06-27 06:09:04,59129614-0
119,2020-03-29 14:20:08,2020-04-05 18:18:44,59105378-7
65,2014-01-31 10:05:54,2014-02-13 13:26:36,30928102-0
204,2016-05-06 17:22:34,2016-05-16 06:57:50,58191750-3
77,2013-03-24 01:22:38,2013-04-04 10:41:23,59444986-k
136,2015-04-17 11:27:22,2015-04-30 22:35:50,15460166-k
192,2018-11-07 02:05:50,2018-11-17 09:23:38,19942007-0
19,2011-10-09 02:29:22,2011-10-17 03:32:55,21759577-0
81,2014-12-18 11:53:34,2014-12-28 22:25:13,87634133-6
4,2012-12-16 10:47:41,2012-12-21 20:00:12,79861684-6
154,2015-02-27 16:45:29,2015-03-05 01:31:46,55106753-k
45,2017-03-04 06:04:46,2017-03-15 12:12:35,68505645-3
114,2011-03-07 10:32:36,2011-03-18 00:38:20,89793517-1
21,2018-04-04 06:29:09,2018-04-15 12:16:38,34846808-1
71,2015-07-14 00:07:57,2015-07-18 09:49:54,81698647-8
204,2019-01-19 18:05:49,2019-01-27 05:07:12,10927357-0
177,2015-05-22 08:12:58,2015-05-27 14:58:18,87861767-3
89,2019-05-31 12:59:19,2019-06-11 05:11:22,20694588-5
42,2020-03-09 13:13:42,2020-03-19 19:28:17,69020528-9
207,2011-12-22 11:09:53,2012-01-04 00:36:01,35785969-7
138,2011-11-03 14:19:40,2011-11-08 22:31:41,89512502-4
39,2016-05-22 02:38:32,2016-05-30 06:35:53,58303600-8
58,2016-10-18 03:14:06,2016-10-31 15:43:14,63421928-5
137,2014-08-17 19:30:43,2014-08-28 20:33:23,84729190-7
164,2012-09-29 21:59:27,2012-10-09 03:19:26,75397524-1
41,2014-12-02 06:08:39,2014-12-06 08:40:48,29950437-9
75,2019-01-11 09:58:22,2019-01-25 13:53:32,34823992-9
88,2020-05-24 00:38:01,2020-05-30 06:17:43,77366538-9
119,2013-05-01 22:04:40,2013-05-05 12:58:38,38204359-6
25,2020-04-25 20:39:28,2020-05-07 22:16:55,59537115-5
114,2014-06-16 01:56:36,2014-06-19 13:53:35,89793517-1
167,2018-06-10 02:19:01,2018-06-17 18:48:24,59150917-9
139,2015-08-24 12:07:53,2015-08-30 14:06:10,56425505-k
145,2020-02-09 02:49:03,2020-02-16 18:45:39,40644356-6
113,2011-06-23 13:43:04,2011-07-02 18:58:47,81401624-2
203,2020-08-27 15:42:57,2020-09-06 18:04:59,40978316-3
131,2019-07-06 20:57:18,2019-07-18 03:41:39,30991735-9
54,2011-08-23 06:30:26,2011-09-05 11:11:51,79348268-k
123,2014-01-02 23:39:42,2014-01-11 10:22:14,68225683-4
160,2011-02-21 21:38:23,2011-03-06 12:01:30,51317447-0
15,2015-12-03 03:29:17,2015-12-16 06:11:27,31359212-k
110,2010-04-13 01:07:21,2010-04-23 05:27:10,29637564-0
101,2011-10-16 17:57:22,2011-10-24 07:56:01,80885102-4
117,2010-03-20 14:07:18,2010-04-02 23:46:59,38717290-4
134,2015-10-14 18:01:02,2015-10-27 04:07:38,80698616-k
100,2012-01-09 17:12:40,2012-01-13 01:32:06,56474633-9
91,2010-12-27 21:18:37,2011-01-10 08:49:35,74415365-4
127,2011-04-19 21:54:39,2011-05-02 09:49:12,14343597-0
63,2012-06-13 03:05:22,2012-06-26 06:44:42,86083776-5
211,2014-05-29 00:05:08,2014-06-06 05:14:57,55326528-2
102,2018-09-04 15:29:20,2018-09-15 03:54:37,88107942-9
143,2013-05-13 03:03:23,2013-05-20 18:17:22,14761964-2
65,2017-08-20 15:35:08,2017-08-31 19:26:55,65809271-5
175,2019-03-09 12:51:45,2019-03-13 13:10:26,33890329-4
86,2018-12-19 08:05:28,2018-12-31 23:43:52,84921010-6
198,2019-06-04 22:17:48,2019-06-10 10:05:54,47329036-7
133,2013-02-19 21:47:09,2013-03-06 13:46:33,29622397-2
154,2013-07-26 16:20:34,2013-07-29 19:53:25,25368817-3
153,2010-11-12 06:17:38,2010-11-24 07:40:19,47326835-3
30,2017-08-25 10:06:01,2017-09-06 00:04:34,33016426-3
74,2015-08-22 03:32:31,2015-08-26 11:16:45,42300579-3
50,2013-03-22 06:37:47,2013-03-25 09:56:39,46531952-6
194,2014-06-05 11:37:49,2014-06-18 22:17:05,37126798-0
67,2012-06-18 12:14:24,2012-06-27 16:30:26,59137080-4
14,2010-11-05 09:08:47,2010-11-14 22:27:07,85297873-2
156,2012-01-27 05:38:53,2012-02-03 12:05:26,52778909-5
143,2013-09-08 06:11:31,2013-09-16 20:49:42,14761964-2
112,2016-03-05 17:37:05,2016-03-10 03:27:30,30680313-1
27,2015-06-07 01:26:45,2015-06-14 08:08:40,44281327-2
211,2020-03-27 14:23:04,2020-04-05 21:26:18,56499633-5
144,2015-11-23 12:16:14,2015-11-26 23:04:57,11439340-1
168,2014-10-28 12:49:13,2014-11-08 19:27:34,83469143-4
192,2014-10-23 06:48:47,2014-10-26 23:27:39,91935122-5
143,2015-01-01 21:26:22,2015-01-05 08:13:08,83399209-0
29,2014-02-24 14:16:18,2014-03-07 05:59:48,54122700-8
74,2020-07-26 18:17:59,2020-08-02 10:14:12,49798131-k
159,2015-11-13 14:12:26,2015-11-27 16:44:09,63532763-4
29,2011-11-01 18:57:59,2011-11-12 20:18:18,28231652-8
82,2017-05-11 23:58:38,2017-05-15 15:16:15,83290634-4
82,2018-12-24 08:35:47,2019-01-03 15:19:46,33006349-1
136,2020-05-02 01:56:28,2020-05-08 14:01:53,54982068-9
140,2013-03-28 04:34:00,2013-04-01 14:21:45,68377701-3
75,2017-01-02 17:56:30,2017-01-11 04:17:28,79850677-3
214,2010-05-05 20:34:11,2010-05-17 01:51:48,19706256-8
203,2020-03-15 06:21:35,2020-03-21 13:14:35,63688364-6
94,2010-09-24 11:39:42,2010-10-07 13:08:07,41361801-0
11,2012-09-27 12:15:23,2012-10-02 01:19:57,97996738-1
143,2019-12-22 20:25:56,2019-12-27 22:09:31,61863167-2
208,2014-01-29 23:12:13,2014-02-06 23:41:12,56535213-k
188,2018-08-17 09:21:05,2018-08-26 01:25:16,66844166-1
98,2016-04-24 22:12:52,2016-05-01 09:08:19,99837067-1
135,2017-05-16 13:24:10,2017-05-24 00:44:27,21924647-1
187,2015-10-23 09:51:42,2015-11-04 22:50:32,73543707-0
97,2014-10-25 02:02:31,2014-11-04 05:53:29,77020926-9
180,2016-01-26 06:41:58,2016-02-08 11:02:06,61514910-1
93,2010-01-08 22:42:07,2010-01-19 23:15:19,82833215-5
163,2014-02-19 04:04:53,2014-02-24 07:40:16,42162871-8
51,2018-12-16 20:11:01,2018-12-31 11:26:41,66970190-k
191,2011-08-31 07:38:29,2011-09-11 10:55:33,29415476-0
46,2013-02-10 04:58:46,2013-02-23 16:07:11,67629255-1
170,2013-06-21 13:01:59,2013-07-03 17:49:52,73557956-8
99,2018-01-16 03:47:09,2018-01-19 10:00:52,17195049-k
80,2012-01-16 20:13:04,2012-01-26 12:15:20,85301240-8
136,2020-02-20 23:19:11,2020-02-27 14:59:18,42354523-2
0,2020-04-09 12:02:33,2020-04-15 00:37:39,75295314-7
85,2020-08-19 10:57:02,2020-08-29 20:12:31,15451762-6
32,2015-08-30 12:53:34,2015-09-05 00:17:52,88413708-k
42,2020-07-10 14:51:27,2020-07-13 18:04:59,69020528-9
6,2012-03-03 13:11:39,2012-03-14 13:44:29,45453849-8
202,2016-08-29 16:00:41,2016-09-03 19:33:06,41581842-4
119,2013-07-14 02:17:51,2013-07-27 04:22:53,59105378-7
161,2010-01-05 01:20:29,2010-01-19 13:01:34,27143992-k
197,2015-10-04 21:37:41,2015-10-18 23:49:05,98849412-7
9,2010-07-22 06:07:05,2010-07-30 22:34:42,70106627-8
97,2011-04-05 09:50:39,2011-04-19 11:36:36,60926655-4
90,2010-05-10 13:07:11,2010-05-18 16:55:52,24878659-0
107,2014-07-14 02:03:29,2014-07-18 11:33:35,38317707-3
23,2018-11-22 09:25:22,2018-11-26 22:47:44,57689116-4
161,2013-05-18 06:32:18,2013-05-21 18:08:20,83029887-8
189,2012-02-11 12:35:30,2012-02-23 02:37:09,45347413-5
81,2015-09-19 07:35:50,2015-09-26 20:24:57,48246125-5
117,2013-08-28 19:33:50,2013-09-07 03:03:19,44060880-9
72,2012-01-11 08:30:45,2012-01-16 19:12:04,22637365-9
57,2018-11-09 15:49:46,2018-11-20 06:51:00,57792927-0
44,2019-04-29 16:34:27,2019-05-13 21:39:42,12412672-k
61,2017-06-24 08:34:32,2017-07-08 15:56:46,93900888-8
20,2011-11-12 19:17:17,2011-11-16 02:33:59,78918085-7
15,2016-06-23 18:18:46,2016-07-04 03:36:30,18665525-7
17,2014-11-30 17:17:54,2014-12-15 09:25:15,80291272-2
67,2011-04-18 06:24:21,2011-04-22 21:04:21,58038177-4
201,2015-03-02 17:01:14,2015-03-06 08:00:55,69777560-9
114,2014-06-18 04:32:18,2014-06-22 15:09:49,28370900-0
79,2018-11-19 03:26:00,2018-11-25 18:26:56,92244003-4
215,2011-07-28 07:38:39,2011-08-11 10:18:27,99075946-4
38,2011-03-10 06:01:15,2011-03-15 12:18:55,73222374-6
118,2017-12-21 01:41:21,2017-12-26 02:35:39,48553208-0
191,2020-06-05 15:13:40,2020-06-20 04:13:21,92253121-8
78,2013-06-27 20:19:10,2013-07-04 06:37:51,12815044-7
54,2010-03-10 10:03:39,2010-03-24 00:51:12,79348268-k
183,2014-05-03 02:45:54,2014-05-07 14:07:19,32644502-9
80,2020-01-13 23:13:32,2020-01-20 12:32:17,50319391-4
96,2012-01-13 12:47:13,2012-01-21 15:11:06,44770429-3
135,2018-12-05 23:52:43,2018-12-14 07:01:25,82719046-2
127,2019-08-25 00:08:17,2019-09-04 14:36:56,14343597-0
18,2014-10-29 12:20:06,2014-11-08 01:12:32,53783913-9
183,2014-03-21 21:58:58,2014-03-26 03:06:18,48425773-6
12,2010-04-21 03:02:20,2010-05-03 16:46:21,69265725-k
211,2016-10-27 20:03:34,2016-11-03 22:14:53,55326528-2
0,2011-11-10 12:49:16,2011-11-15 12:57:03,12842111-4
144,2014-02-06 15:39:38,2014-02-18 02:04:24,70388205-6
160,2011-10-09 01:44:14,2011-10-22 12:45:04,82319208-8
37,2016-07-20 14:03:46,2016-08-01 21:02:57,41694611-6
97,2010-01-24 16:04:34,2010-02-04 20:07:53,87544765-3
74,2015-09-21 21:57:09,2015-09-30 11:23:04,47121914-2
162,2019-12-13 20:54:53,2019-12-19 01:24:50,48998776-7
82,2010-09-18 20:13:54,2010-09-24 09:19:02,64268937-1
206,2017-01-12 08:07:59,2017-01-26 19:39:07,21219682-7
181,2019-03-25 22:32:22,2019-03-31 08:51:11,34761062-3
0,2018-09-16 10:03:13,2018-09-22 14:12:53,12842111-4
143,2016-06-11 13:22:28,2016-06-14 19:02:44,19027799-2
111,2016-01-31 14:49:28,2016-02-12 02:12:55,62820832-8
52,2011-02-25 08:10:50,2011-03-01 00:16:31,61993529-2
53,2016-07-27 03:43:00,2016-08-02 11:47:49,53747213-8
11,2015-06-27 13:18:02,2015-07-05 16:05:11,97996738-1
86,2011-09-07 21:23:26,2011-09-15 23:22:18,42113348-4
208,2018-11-30 22:50:31,2018-12-09 06:00:08,97404549-4
155,2010-02-23 22:06:50,2010-03-09 02:11:05,81207716-3
18,2019-04-09 18:53:58,2019-04-22 05:40:34,12920124-k
76,2018-10-20 12:38:36,2018-11-01 17:42:25,73418283-4
93,2011-12-08 03:42:36,2011-12-15 04:53:30,44372095-2
188,2012-01-15 02:56:01,2012-01-21 06:24:21,83584289-4
177,2010-04-12 05:14:46,2010-04-17 12:34:49,24129722-5
165,2017-05-09 04:35:17,2017-05-18 15:32:44,87442136-7
31,2020-06-20 06:16:40,2020-06-26 22:35:59,90471139-k
186,2018-05-15 16:27:18,2018-05-22 09:07:01,31679088-7
164,2013-06-12 10:16:45,2013-06-23 23:08:02,75397524-1
29,2013-03-29 16:23:20,2013-04-06 07:27:40,28231652-8
95,2011-11-14 07:08:12,2011-11-23 14:35:00,38235761-2
2,2011-07-26 06:38:35,2011-07-30 20:12:03,93840785-1
26,2014-10-11 19:47:33,2014-10-25 11:40:18,43922451-7
66,2013-08-26 20:16:59,2013-08-30 06:06:06,95932617-7
149,2011-11-25 08:04:44,2011-11-30 11:53:57,13690129-k
68,2011-12-04 04:03:51,2011-12-08 16:51:29,99294258-4
105,2017-09-17 03:49:20,2017-09-26 13:24:40,91059844-9
99,2017-10-22 06:03:31,2017-11-03 08:41:01,48161908-4
160,2016-10-24 23:55:14,2016-10-30 11:17:21,93550420-1
138,2020-07-05 17:55:34,2020-07-17 04:25:18,44604413-3
207,2010-08-13 19:22:31,2010-08-23 19:53:44,35785969-7
204,2016-05-22 10:14:45,2016-05-27 10:24:47,66183219-3
203,2017-03-22 12:05:57,2017-03-27 14:24:30,40978316-3
124,2017-08-21 21:15:38,2017-09-05 04:21:09,26123513-7
179,2019-11-09 10:35:22,2019-11-16 14:45:12,14811794-2
83,2013-11-04 08:52:15,2013-11-18 18:00:21,49995619-3
16,2015-08-20 02:45:50,2015-08-29 10:31:27,26240285-1
166,2019-04-10 20:01:37,2019-04-19 01:41:19,78463527-9
13,2011-05-14 08:41:02,2011-05-23 15:43:38,52176953-k
186,2015-04-16 00:15:33,2015-04-30 13:24:21,53234460-3
45,2017-10-20 01:16:35,2017-10-30 11:16:13,22274441-5
21,2010-10-14 10:10:33,2010-10-22 16:06:43,35340502-0
54,2010-08-08 22:59:48,2010-08-14 07:18:36,48925896-k
92,2015-06-29 00:09:31,2015-07-04 06:23:52,12033288-0
46,2011-08-28 07:26:29,2011-08-31 21:51:28,91888493-9
172,2011-06-25 09:42:00,2011-06-28 18:23:17,59959821-9
50,2010-07-20 19:56:31,2010-07-24 08:31:30,62550748-0
92,2020-03-15 15:18:14,2020-03-19 17:13:28,30224213-5
79,2017-08-30 05:01:41,2017-09-11 16:43:59,92244003-4
103,2010-09-26 08:35:20,2010-10-09 23:48:50,95667888-9
8,2010-12-05 13:56:56,2010-12-14 02:00:38,87631642-0
26,2017-08-28 16:02:09,2017-09-01 04:46:59,95741388-9
147,2014-06-02 10:06:53,2014-06-11 18:27:27,48433213-4
56,2010-03-06 13:03:18,2010-03-21 02:39:53,77941465-5
186,2019-09-15 19:38:33,2019-09-29 04:35:45,53234460-3
142,2020-03-30 11:40:44,2020-04-11 16:09:01,13592940-9
184,2010-06-19 08:27:08,2010-06-25 17:23:59,52158784-9
27,2015-05-15 15:08:08,2015-05-18 16:30:42,25002692-7
207,2014-08-01 09:32:58,2014-08-06 11:52:32,35785969-7
3,2010-05-28 18:20:46,2010-06-05 07:29:39,33078552-7
109,2016-09-30 01:01:52,2016-10-12 02:57:18,52576933-k
41,2012-05-22 04:16:25,2012-06-01 19:14:56,23686910-5
202,2015-10-01 03:49:45,2015-10-07 13:27:22,38405094-8
116,2010-07-25 05:17:24,2010-07-29 09:16:51,65346159-3
188,2014-12-05 12:18:39,2014-12-17 21:55:37,66844166-1
141,2017-02-14 20:26:14,2017-02-18 04:08:18,79344858-9
192,2020-01-02 03:18:44,2020-01-16 10:04:02,91085975-7
129,2012-01-05 12:05:00,2012-01-10 14:10:21,42538060-5
153,2013-04-22 05:54:13,2013-04-26 10:43:41,24115633-8
64,2010-09-27 07:42:11,2010-10-05 14:24:39,48007583-8
40,2012-05-05 09:45:09,2012-05-18 18:02:23,77210598-3
214,2019-03-31 05:57:03,2019-04-09 16:29:11,23625905-6
102,2014-01-20 03:46:55,2014-02-02 07:56:02,34643031-1
127,2018-11-22 02:18:39,2018-12-05 07:15:12,15955355-8
94,2016-03-02 21:58:56,2016-03-09 08:22:18,44290962-8
5,2016-04-05 08:51:32,2016-04-13 21:00:51,88094734-6
88,2018-08-31 21:45:31,2018-09-12 10:37:39,17286061-3
162,2015-04-13 08:49:44,2015-04-16 11:14:12,88034198-7
180,2017-01-04 11:12:38,2017-01-17 02:05:18,25327705-k
37,2017-06-22 16:13:35,2017-07-05 01:16:12,22479749-4
213,2015-06-22 11:30:07,2015-07-01 00:30:31,25806104-7
136,2020-01-15 17:24:57,2020-01-26 22:59:10,42354523-2
11,2018-07-11 07:23:10,2018-07-25 13:07:35,97996738-1
103,2013-03-19 15:08:24,2013-03-24 17:26:30,73026642-1
67,2010-06-30 07:15:56,2010-07-06 18:46:25,11636170-1
72,2018-09-08 07:07:14,2018-09-20 07:29:24,64370666-0
104,2019-03-01 23:38:16,2019-03-11 04:01:46,22150901-3
102,2016-03-19 23:56:55,2016-03-26 06:19:30,60916764-5
12,2013-05-22 18:13:39,2013-06-06 00:43:59,35685353-9
